"","Date_Time","Start_Weather","Start_Weather_Notes","Start_Temperature","Start_Humidity","Start_Wind","Start_Direction","Transect_ID","Handler","Dog","Other_Teams","Start_Point.Latitude","Start_Point.Longitude","Start_Point.Altitude","Start_Point.Accuracy","End_Time","End_Point.Latitude","End_Point.Longitude","End_Point.Altitude","End_Point.Accuracy","End_Weather","End_Weather.Notes","End_Temperature","End_Humidity","End_Wind","End_Direction","Moose_Range","Moose_Count","Fisher_Range","Fisher_Count","BlackBear_Range","BlackBear_Count","notes"
"11","6/2/2016 13:58","N/A","N/A","N/A","N/A","N/A","N/A","04B2","Justin","Ranger","No",43.35688,-74.5936,527.2,"2.5","15:25","43.357832","-74.592658","523.7","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"W1001-W1002",2,"N/A",0,""
"12","6/2/2016 15:52","N/A","N/A","N/A","N/A","N/A","N/A","04B3","Suzie","Skye","No",43.3861,-74.6731,543.3,"1.2","19:03","43.386959","-74.66846","584","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"W19-W22",4,"B02-B06",5,"Lost third leg losing light so was not able to follow flagging. Lost endpoint. End point pulled from Dog Tracklog"
"13","6/4/2016 08:50","N/A","N/A","N/A","N/A","N/A","N/A","05A1","Suzie","Skye","No",43.6663,-74.3653,520.2,"2.2","13:29","43.670771","-74.368042","644","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"W23-26",4,"B8-B10, B12, B13-B17",8,"No B 13. End point pulled from Dog Tracklog"
"14","6/4/2016 08:53","N/A","N/A","N/A","N/A","N/A","N/A","05A3","Justin","Scooby","No",43.64225,-74.3888,512.9,"2.75","11:56","43.643756","-74.387933","503.6","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"W1003-W1010",8,"N/A",0,""
"15","6/4/2016 08:58","N/A","N/A","N/A","N/A","N/A","N/A","05B1","Jennifer","Max","No",43.6067,-74.4187,546.4,"4","13:00","43.609079","-74.425939","579.7296","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"W519-W526",8,"B512-B515",4,"End point pulled from dog tracklog"
"16","6/4/2016 12:53","N/A","N/A","N/A","N/A","N/A","N/A","05A2","Justin","Scooby","No",43.65391,-74.3902,474.4,"2.25","17:05","43.655384","-74.38948","490.1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"W1011-W1014",4,"B1006-B1007",2,""
"17","6/4/2016 14:28","N/A","N/A","N/A","N/A","N/A","N/A","09A1","Suzie","Skye","No",43.7746,-74.1281,543.5,"1.6","18:25","43.778806","-74.130747","602","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",12,"W27",1,"B18-B22",5,"End point pulled from Dog Tracklog"
"18","6/6/2016 09:06","N/A","N/A","N/A","N/A","N/A","N/A","06B2","Suzie","Skye","No",43.997,-74.4684,523.6,"0.9","12:02","43.99635","-74.4671","1891","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"W28-W30",3,"B23-B27, B29",7,""
"19","6/6/2016 09:26","N/A","N/A","N/A","N/A","N/A","N/A","14B2","Justin","Scooby","No",43.83242,-73.7195,311.2,"2.75","12:28","43.83137","-73.7208","305.9","3","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"W1015-W1019",5,"B1008",1,""
"20","6/6/2016 09:40","N/A","N/A","N/A","N/A","N/A","N/A","10B3","Jennifer","Max","No",43.94512,-74.0172,541,"4","13:14","43.94433","-74.0154","520.2","4","N/A","N/A","N/A","N/A","N/A","N/A","N/A",1,"W527-W531",5,"N/A",0,"Saw mustelid crossing road near where car parked. Not fisher. More gray. Fluffy tail"
"21","6/6/2016 13:33","N/A","N/A","N/A","N/A","N/A","N/A","14B1","Justin","Scooby","No",43.87881,-73.6794,252.7,"2.75","17:28","43.87883","-73.6786","249.5","2.5","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"W1020-W1026",7,"N/A",0,""
"22","6/6/2016 14:03","N/A","N/A","N/A","N/A","N/A","N/A","10B2","Jennifer","Max","No",43.94721,-73.9461,575.7,"4","16:43","43.94755","-73.9422","556","5","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"W532-W538",7,"N/A",0,""
"23","6/7/2016 06:59","N/A","N/A","N/A","N/A","N/A","N/A","14A3","Justin","Scooby","No",43.84786,-73.5707,390.6,"2.75","11:22","43.84729","-73.5678","418.6","2.75","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"W1027-W1031",5,"B1008",1,""
"24","6/7/2016 08:43","N/A","N/A","N/A","N/A","N/A","N/A","10A3","Suzie","Skye","No",43.972,-74.166,455.1,"1.2","11:29","43.97082","-74.168","445.3","1.4","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"W31-W33",3,"B30-34",5,""
"25","6/7/2016 08:49","N/A","N/A","N/A","N/A","N/A","N/A","13A2","Jennifer","Max","No",43.73823,-73.6176,316.1,"4","10:44","43.73896","-73.6207","295.2","5","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"W539",1,"N/A",0,""
"26","6/7/2016 11:25","N/A","N/A","N/A","N/A","N/A","N/A","13A3","Jennifer","Max","No",43.72721,-73.6756,251.7,"4","13:28","43.72723","-73.6775","253.9","5","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"W540-W541",2,"N/A",0,"String in site. Lots of mosquitoes. Lost hat. Can drive/ park up Lily Rd"
"27","6/7/2016 12:48","N/A","N/A","N/A","N/A","N/A","N/A","10A2","Suzie","Skye","No",43.9816,-74.0683,510.6,"1","15:27","43.98015","-74.0674","540.2","1.9","N/A","N/A","N/A","N/A","N/A","N/A","N/A",1,"W34",1,"N/A",0,"Did not find first or second corner...hit on two weird jelly moose shaped scats. Physical scat may be labeled wrong..."
"28","6/7/2016 12:59","N/A","N/A","N/A","N/A","N/A","N/A","14A2","Justin","Scooby","No",43.78042,-73.5542,341.3,"2.75","16:30","43.77922","-73.5551","369.2","12","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"W1032-W1033",2,"B1009",1,""
"29","6/8/2016 10:20","N/A","N/A","N/A","N/A","N/A","N/A","02A2","Jennifer","Max","No",43.87138,-75.0262,493.8,"6","13:22","43.87035","-75.0259","525.3","5","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"W542-W543",2,"B516",1,"Saw fisher & kit on site. Location in Waypoint data"
"30","6/8/2016 10:50","N/A","N/A","N/A","N/A","N/A","N/A","02B2","Justin","Scooby","No",43.8358,-74.9453,576.6,"3.5","14:55","43.83866","-74.9461","603.1","3.75","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"N/A",0,"B1010-B1011",2,"Cleared 1000-1003"
"31","6/8/2016 14:01","N/A","N/A","N/A","N/A","N/A","N/A","02B3","Jennifer","Max","No",43.82378,-74.974,564.6,"4","18:04","43.82467","-74.972","583","5","N/A","N/A","N/A","N/A","N/A","N/A","N/A",9,"N/A",0,"B517-B518",2,"Needs more flagging. Extremely dense. Rain throughout survey. End point off BC saw house & private property sign. Walked around it"
"32","6/9/2016 08:39","N/A","N/A","N/A","N/A","N/A","N/A","02B1","Suzie","Skye","No",43.8201,-74.9253,606.5,"0.8","11:28","43.81993","-74.9234","599.4","1","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"W36",1,"B35",1,""
"33","6/9/2016 11:02","N/A","N/A","N/A","N/A","N/A","N/A","06A3","Jennifer","Scooby","No",44.0541,-74.5995,534.7,"4","13:39","44.05451","-74.6032","520.9","5","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"W544-W546",3,"B519",1,""
"34","6/9/2016 15:18","N/A","N/A","N/A","N/A","N/A","N/A","02A1","Justin","Ranger","No",43.876169,-75.075878,560.8,"N/A","15:18","43.87597","-75.0792","504.1","1.1","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"N/A",0,"B1012-B1018",7,"Good flagging. Waypoint pulled for dog TL"
"35","6/9/2016 15:57","N/A","N/A","N/A","N/A","N/A","N/A","02A3","Suzie","Skye","No",43.8558,-75.1126,478.2,"3.75","18:38","43.85419","-75.1121","511.3","2.75","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"W37",1,"B36-B39",4,"Physical scats may need to be renamed to 2A3 rather than 2A2"
"36","6/10/2016 08:18","N/A","N/A","N/A","N/A","N/A","N/A","11C1","Jennifer","Max","No",44.2408,-73.9201,633.6,"4","13:13","44.24033","-73.918","621.2","5","N/A","N/A","N/A","N/A","N/A","N/A","N/A",17,"W547-W548",2,"B520",1,""
"37","6/10/2016 11:26","N/A","N/A","N/A","N/A","N/A","N/A","11C3","Justin","Ranger","No",44.23253,-73.9839,538.5,"3","13:13","44.23102","-73.9849","564.3","2.75","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"N/A",0,"N/A",0,""
"38","6/10/2016 14:23","N/A","N/A","N/A","N/A","N/A","N/A","11D1","Jennifer","Max","No",44.23948,-74.3004,471.4,"5","16:45","44.24009","-74.3019","466.3","5","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"N/A",0,"N/A",0,""
"39","6/10/2016 14:46","N/A","N/A","N/A","N/A","N/A","N/A","11C2","Justin","Ranger","No",44.19596,-73.9485,627.2,"2.75","17:17","44.19494","-73.9467","668","2.5","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"N/A",0,"N/A",0,""
"40","6/11/2016 09:27","N/A","N/A","N/A","N/A","N/A","N/A","05B3","Jennifer","Scooby","No",43.5815,-74.4335,507.5,"5","12:16","43.58355","-74.4305","513.4","5","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"W550",1,"B521-B524",4,"Followed other flagging briefly. Other route more conspicuous. Lots of bear. Heavy rain"
"41","6/11/2016 10:25","N/A","N/A","N/A","N/A","N/A","N/A","09B1","Suzie","Ranger","No",43.6961,-74.2897,550.4,"1.4","13:09","43.69666","-74.291327","559.6","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"W38",1,"B40-B43",4,"Great flagging"
"42","6/11/2016 13:15","N/A","N/A","N/A","N/A","N/A","N/A","05B2","Jennifer","Scooby","No",43.5863,-74.4075,500.7,"4","15:49","43.5855","-74.406","496","5","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"N/A",0,"B525- B528",4,""
"44","6/12/2016 13:29","N/A","N/A","N/A","N/A","N/A","N/A","07A2","Justin","Ranger","No",44.60989,-74.3685,475.3,"2.5","15:40","44.61129","-74.3696","462","2.5","N/A","N/A","N/A","N/A","N/A","N/A","N/A",10,"N/A",0,"B1022",1,""
"45","6/13/2016 08:53","N/A","N/A","N/A","N/A","N/A","N/A","07A3","Jennifer","Scooby","No",44.60598,-74.4256,433.4,"4","12:25","44.60483","-74.4268","415.4","5","N/A","N/A","N/A","N/A","N/A","N/A","N/A",23,"N/A",0,"B529-B530",2,"Great flagging"
"46","6/13/2016 10:17","N/A","N/A","N/A","N/A","N/A","N/A","09B3","Suzie","Hiccup","No",43.6892,-74.2411,534.5,"1.4","14:24","43.68821","-74.2454","539.4","0.8","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"W39-W40",2,"N/A",0,"Sparsely flagged at times"
"47","6/13/2016 10:23","N/A","N/A","N/A","N/A","N/A","N/A","09A2","Justin","Ranger","No",43.75516,-74.1528,598.4,"3","12:55","43.75203","-74.1458","541","2.5","N/A","N/A","N/A","N/A","N/A","N/A","N/A",8,"N/A",0,"B1023-B1024",2,""
"48","6/13/2016 13:20","N/A","N/A","N/A","N/A","N/A","N/A","07A1","Jennifer","Scooby","No",44.62943,-74.3941,460.8,"5","16:15","44.62931","-74.3966","477.3","5","N/A","N/A","N/A","N/A","N/A","N/A","N/A",11,"N/A",0,"B531-B533",3,""
"49","6/13/2016 13:24","N/A","N/A","N/A","N/A","N/A","N/A","09B2","Suzie","Skye","No",43.708,-74.2708,530.6,"0.9","16:43","43.70961","-74.2721","542.9","1.1","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"W41",1,"B44-B49",6,"Sparsely flagged. Two scat piles at flagging with message. Skye limping"
"50","6/13/2016 14:25","N/A","N/A","N/A","N/A","N/A","N/A","09A3","Justin","Ranger","No",43.77405,-74.1842,523,"2.5","18:47","43.77514","-74.1782","503","2.25","N/A","N/A","N/A","N/A","N/A","N/A","N/A",27,"N/A",0,"B1025-B1028",4,""
"51","6/15/2016 08:14","N/A","N/A","N/A","N/A","N/A","N/A","12B2","Suzie","Hiccup","No",44.6427,-73.933,502.2,"1","15:03","44.6412","-73.9334","486.1","1.3","N/A","N/A","N/A","N/A","N/A","N/A","N/A",75,"N/A",0,"B50",1,"Surveyed with Alec, impossible to clear!"
"52","6/15/2016 09:35","N/A","N/A","N/A","N/A","N/A","N/A","01A2","Jennifer","Scooby","No",43.5171,-74.9114,590.3,"4","12:18","43.5177","-74.9134","585.2","5","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"W551-W558",8,"B534",1,"Decent flagging. Was adding pink flags to first leg but too buggy to continue entire transect. 2nd half no pink flags. Follows road for several meters at one point"
"53","6/15/2016 13:09","N/A","N/A","N/A","N/A","N/A","N/A","01A1","Jennifer","Scooby","No",43.51569,-74.9567,539,"4","15:32","43.51519","-74.9584","535.3","4","N/A","N/A","N/A","N/A","N/A","N/A","N/A",4,"W559-W561",3,"B535-B536",2,"Well flagged. Finding moose was a surprise. Construction on road"
"54","6/16/2016 06:12","N/A","N/A","N/A","N/A","N/A","N/A","01A3","Jennifer","Scooby","No",43.49689,-74.9762,567.9,"5","08:27","43.4951","-74.9787","570","5","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"W562-W567",6,"B537",0,"Awesome flagging"
"55","6/16/2016 07:55","N/A","N/A","N/A","N/A","N/A","N/A","12B3","Suzie","Hiccup","No",44.6621,-73.953,576.8,"0.8","12:43","44.66366","-73.9538","535.2","1","N/A","N/A","N/A","N/A","N/A","N/A","N/A",41,"N/A",0,"N/A",0,""
"56","6/16/2016 10:33","N/A","N/A","N/A","N/A","N/A","N/A","05C1","Jennifer","Scooby","No",43.70748,-74.7551,665.4,"5","12:32","43.70861","-74.758","639.7","5","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"W568-W571",4,"B538",1,"bear scat found right after I marked end time, in hike back to truck"
"57","6/16/2016 11:00","N/A","N/A","N/A","N/A","N/A","N/A","13B3","Justin","Ranger","No",43.52467,-73.5634,383.9,"3","12:23","43.52572","-73.566","382.8","2","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"N/A",0,"N/A",0,""
"58","6/16/2016 16:10","N/A","N/A","N/A","N/A","N/A","N/A","13A1","Justin","Ranger","No",43.69542,-73.588,182.8,"3.5","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"N/A",0,"B1029-B1032",4,"Need 4X4 and high clearance for the road in. Road starts off as gravel then turns into a jeep trail for the last few hundred meters. tough to turn around. No Track Log"
"59","6/17/2016 08:16","N/A","N/A","N/A","N/A","N/A","N/A","14B3","Justin","Ranger","No",43.89567,-73.7436,250.8,"3","10:12","43.89375","-73.7429","278.4","3.5","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"N/A",0,"B1033-B1036",4,""
"60","6/17/2016 08:29","N/A","N/A","N/A","N/A","N/A","N/A","03B3","Suzie","Hiccup","No",44.134,-74.9659,497.9,"1.1","11:14","44.13295","-74.9651","518","1.1","N/A","N/A","N/A","N/A","N/A","N/A","N/A",1,"N/A",0,"B51-B53",3,"Poorly flagged. Nick's Pond to cool off dog"
"61","6/17/2016 13:25","N/A","N/A","N/A","N/A","N/A","N/A","11D2","Justin","Ranger","No",44.19908,-74.3127,477.3,"2","15:00","44.19791","-74.3155","460.1","3","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"N/A",0,"B1037-B1038",2,""
"62","6/18/2016 06:46","N/A","N/A","N/A","N/A","N/A","N/A","12A1","Jennifer","Scooby","No",44.74428,-73.8584,515.2,"5","08:30","44.74483","-73.855","497.7","4","N/A","N/A","N/A","N/A","N/A","N/A","N/A",3,"W572-W573",2,"N/A",0,"Great flagging. Off highway"
"63","6/18/2016 07:04","N/A","N/A","N/A","N/A","N/A","N/A","07B3","Suzie","Hiccup","No",44.5476,-74.5463,437.8,"1","10:35","44.54778","-74.5483","425.3","1","N/A","N/A","N/A","N/A","N/A","N/A","N/A",6,"N/A",0,"B54-B58",4,"Do first, sun-exposed. OK flagging, red is hard to see!"
"64","6/18/2016 08:56","N/A","N/A","N/A","N/A","N/A","N/A","12A3","Jennifer","Scooby","No",44.77475,-73.8983,458.8,"5","11:22","44.77175","-73.8968","471.7","5","N/A","N/A","N/A","N/A","N/A","N/A","N/A",11,"N/A",0,"B539-B541",3,"Great flagging"
"65","6/18/2016 11:40","N/A","N/A","N/A","N/A","N/A","N/A","07B1","Suzie","Hiccup","No",44.5156,-74.4636,428.4,"1.2","13:26","44.51642","-74.4649","488.3","0.9","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"N/A",0,"B59",1,"OK flagging, red is hard to see! Benz Pond is good to swim dogs, can drive rith up to it."
"66","6/19/2016 05:57","N/A","N/A","N/A","N/A","N/A","N/A","03A3","Jennifer","Scooby","No",44.26852,-74.9067,459.6,"5","08:37","44.26767","-74.9048","454.8","4","N/A","N/A","N/A","N/A","N/A","N/A","N/A",5,"W574",1,"B542, B545-546",3,"Mostly good flagging. Lost it in the dense stuff"
"67","6/19/2016 07:23","N/A","N/A","N/A","N/A","N/A","N/A","05C2","Justin","Ranger","No",43.68507,-74.7392,585.7,"2.75","10:30","43.68616","-74.7422","558.1","2.5","N/A","N/A","N/A","N/A","N/A","N/A","N/A",7,"N/A",0,"N/A",0,""
"68","6/19/2016 09:18","N/A","N/A","N/A","N/A","N/A","N/A","03A1","Jennifer","Scooby","No",44.24447,-74.8678,434.8,"4","11:27","44.24522","-74.8705","462.2","5","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"N/A",0,"B547-B551",5,"Good flagging. Open w thorns. Suggest doing first"
"69","6/19/2016 11:40","N/A","N/A","N/A","N/A","N/A","N/A","05D2","Justin","Ranger","No",43.64488,-74.6882,597.7,"3.75","14:32","43.6461","-74.6872","635.9","2.75","N/A","N/A","N/A","N/A","N/A","N/A","N/A",3,"N/A",0,"B1039-B1041",3,""
"70","6/20/2016 06:21","N/A","N/A","N/A","N/A","N/A","N/A","05D1","Justin","Ranger","No",43.66473,-74.7102,537.2,"3.5","09:12","43.66247","-74.7054","527.6","2","N/A","N/A","N/A","N/A","N/A","N/A","N/A",16,"N/A",0,"N/A",0,""
"71","6/20/2016 06:29","N/A","N/A","N/A","N/A","N/A","N/A","12A2","Suzie","Hiccup","No",44.7118,-73.9188,579.8,"1","08:42","44.71176","-73.9158","611.6","1.2","N/A","N/A","N/A","N/A","N/A","N/A","N/A",4,"N/A",0,"N/A",0,"Awesome flagging, not sure if its smart to park at gate, annoying to get to start but the end point is on the road right near the parking spot. Thick at times, as but not horrible. Ok service. Shaded."
"72","6/20/2016 10:10","N/A","N/A","N/A","N/A","N/A","N/A","05D3","Justin","Ranger","No",43.67805,-74.6722,573.7,"3.5","12:23","43.67643","-74.6746","555","2.5","N/A","N/A","N/A","N/A","N/A","N/A","N/A",7,"N/A",0,"B1042",1,""
"73","6/20/2016 10:28","N/A","N/A","N/A","N/A","N/A","N/A","11D3","Suzie","Hiccup","No",44.2432,-74.3566,510.2,"1","12:32","44.24359","-74.3583","476.8","1.1","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"N/A",0,"B60-B63",4,"First leg tough to walk, great flagging, easy parking, good service PORCUPINE! Shaded"
"74","6/21/2016 08:07","N/A","N/A","N/A","N/A","N/A","N/A","06B3","Jennifer","Scooby","No",44.02059,-74.5057,522.3,"4","11:44","44.02336","-74.5077","539.1","5","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"W502",1,"B543-B544, B553-B554",4,"didn't have the right kml so it's nice that the flagging was good"
"75","6/21/2016 09:31","N/A","N/A","N/A","N/A","N/A","N/A","06A2","Suzie","Hiccup","No",44.1142,-74.6245,501.2,"0.9","11:46","44.11279","-74.6254","515.3","1.4","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"N/A",0,"B64-B67",4,"They flagged the way to the start but there might be an easier way to go. Great flagging. Starts as a neat jungle then turns into open deciduous. The last 300m is on a trail. Swim dog before and after, not much water in between. Good service, plenty of parking though it gets quite busy."
"76","6/21/2016 12:27","N/A","N/A","N/A","N/A","N/A","N/A","06B1","Jennifer","Scooby","No",44.0214,-74.4714,530.6,"5","14:44","44.02251","-74.4703","529.8","5","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"W516, W575-W576",3,"B555",1,"didn't have the right kml so it's nice that the flagging was good"
"77","6/21/2016 14:08","N/A","N/A","N/A","N/A","N/A","N/A","03B2","Suzie","Hiccup","No",44.132,-74.9147,447.2,"1","17:13","44.13356","-74.9122","458.1","1.8","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"N/A",0,"B68-B76",9,"..."
"78","6/25/2016 06:20","N/A","N/A","N/A","N/A","N/A","N/A","12C1","Jennifer","Scooby","No",44.53443,-73.9763,487.4,"5","07:41","44.53444","-73.9745","475.3","4","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"N/A",0,"N/A",0,"Awesome flagging"
"79","6/25/2016 07:31","N/A","N/A","N/A","N/A","N/A","N/A","12C2","Justin","Ranger","No",44.50176,-73.9513,492.1,"2.25","09:39","44.50043","-73.9516","488.2","3.5","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"N/A",0,"B1043-B1044",2,""
"80","6/25/2016 08:01","N/A","N/A","N/A","N/A","N/A","N/A","12C3","Jennifer","Scooby","No",44.51649,-74.0014,463.6,"4","09:36","44.51699","-73.9997","451.8","6","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"N/A",0,"N/A",0,""
"81","6/26/2016 07:00","N/A","N/A","N/A","N/A","N/A","N/A","10C4","Justin","Ranger","No",43.82555,-74.0861,548.3,"2.75","09:53","43.826","-74.0887","523.3","3.5","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"N/A",0,"B1045-B1049",5,""
"82","6/26/2016 07:07","N/A","N/A","N/A","N/A","N/A","N/A","10C2","Suzie","Skye","No",43.868,-73.999,518.1,"1.1","09:52","43.86811","-73.9969","515.7","2.4","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"W42-W48",7,"B07",1,"Flagged start, parking direct after turnoff, lots of vibernum, ok walking, buried 1 bear. No service, entirely shaded, no water to dip in. 10min rest"
"83","6/26/2016 10:21","N/A","N/A","N/A","N/A","N/A","N/A","10C1","Suzie","Skye","No",43.8908,-74.0209,513.2,"1.1","12:31","43.88873","-74.0219","512.5","1.3","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"W49",1,"B11 & B28",2,"Parking spot between survey points, the start is flagged but I didn't see it from the road, must have walked in early. Little service, barely any water, mostly shaded, part chopstick, good flagging. If lots of rain, 4wd needed"
"84","6/26/2016 10:49","N/A","N/A","N/A","N/A","N/A","N/A","10C3","Justin","Ranger","No",43.83488,-74.0164,573.4,"3","12:20","43.83276","-74.0174","567.1","2.75","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,"N/A",0,"N/A",0,""
"85","6/27/2016 09:29","N/A","N/A","N/A","N/A","N/A","N/A","07C2","Suzie","Hiccup","No",44.576,-74.4825,423.5,"1.4","12:08","44.5745","-74.482","434.7","1.4","N/A","N/A","N/A","N/A","N/A","N/A","N/A",1,"W50",1,"B13 & B57",2,"Get ready to squish! Flagging to start point, triple flag is slightly hidden. No service. Great wetland to survey through surprised how didn't find more. Great flagging, buried a bear scat near the end but it was hard to dig deep. Parking along gravel road. Hiccup distracted by Cornell Crew Tracks"
